CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
909,100011003202600909,202600909,2025-06-18,1003,13.029589,77.6194,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
910,100111095202600910,202600910,2026-01-15,1095,13.826909,75.47885,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹177383 and cash were stolen.
911,100011002202600911,202600911,2025-02-13,1002,12.9165,77.552066,1,2,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
912,100081072202600912,202600912,2024-10-20,1072,15.16071,76.872802,1,1,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
913,100311225202600913,202600913,2025-10-24,1225,14.301997,76.377955,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹57676 to clear their name.
914,100011007202600914,202600914,2026-01-14,1007,12.869079,77.525138,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1400299 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
915,100011001202600915,202600915,2024-10-09,1001,13.009275,77.488081,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹356255 to clear their name.
916,100011008202600916,202600916,2025-07-18,1008,12.985452,77.584134,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹79236 and cash were stolen.
917,100111094202600917,202600917,2026-04-01,1094,14.028066,75.472523,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹349825 as advance for a site. Later it was found the documents were forged.
918,100111092202600918,202600918,2024-03-04,1092,13.85782,75.59111,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
919,100011009202600919,202600919,2025-06-16,1009,12.935274,77.600533,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹174308 and cash were stolen.
920,100041038202600920,202600920,2026-05-20,1038,12.960985,74.833065,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
921,100021016202600921,202600921,2024-09-16,1016,13.361694,77.574903,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
922,100081076202600922,202600922,2026-02-07,1076,15.084724,76.995124,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹638430 as advance for a site. Later it was found the documents were forged.
923,100011005202600923,202600923,2024-11-17,1005,12.944696,77.508428,3,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹309839 to clear their name.
924,100091082202600924,202600924,2025-02-06,1082,16.137497,77.326764,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹107759 and cash were stolen.
925,100011011202600925,202600925,2024-08-18,1011,13.023874,77.619547,3,1,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
926,100311225202600926,202600926,2026-04-10,1225,14.291629,76.377505,1,2,2,Cybercrime,"Fraudster contacted the victim from +919135030058 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹46463 was debited from their SBI account."
927,100101088202600927,202600927,2025-04-03,1088,14.422479,75.95903,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹65011 and cash were stolen.
928,100011001202600928,202600928,2026-04-14,1001,13.017046,77.502932,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹915987 as advance for a site. Later it was found the documents were forged.
929,100011011202600929,202600929,2026-05-05,1011,13.023516,77.637495,3,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹512713 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
930,100011012202600930,202600930,2025-11-05,1012,12.93881,77.525534,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹286497 and cash were stolen.
931,100041036202600931,202600931,2025-03-14,1036,12.843406,74.94035,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹474127 to clear their name.
932,100011015202600932,202600932,2025-09-17,1015,13.045231,77.61046,1,2,3,Cybercrime,"Fraudster contacted the victim from +916551437149 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹5772 was debited from their SBI account."
933,100061052202600933,202600933,2024-07-24,1052,15.386747,75.136489,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹150329 to clear their name.
934,100011012202600934,202600934,2025-06-09,1012,12.923049,77.511265,1,2,3,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
935,100011008202600935,202600935,2024-08-28,1008,13.006676,77.588511,3,1,1,Cybercrime,"Fraudster contacted the victim from +918527331058 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹22528 was debited from their SBI account."
936,100031030202600936,202600936,2024-08-08,1030,12.217547,76.610706,1,1,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹22583 to clear their name.
937,100071063202600937,202600937,2026-02-03,1063,17.217664,76.938354,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹127714 to clear their name.
938,100261189202600938,202600938,2024-03-08,1189,16.268396,75.682201,1,2,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹286717 as advance for a site. Later it was found the documents were forged.
939,100071066202600939,202600939,2025-06-25,1066,17.327085,76.759422,1,1,4,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
940,100161126202600940,202600940,2024-08-18,1126,11.843804,76.966167,1,2,4,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
941,100171132202600941,202600941,2026-06-16,1132,13.343143,75.82435,4,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹240502 and cash were stolen.
942,100011007202600942,202600942,2026-01-17,1007,12.880977,77.539832,1,2,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹534052 as advance for a site. Later it was found the documents were forged.
943,100011009202600943,202600943,2026-02-11,1009,12.915392,77.613902,1,1,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
944,100041037202600944,202600944,2024-05-15,1037,13.00913,74.799622,1,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹116577 to clear their name.
945,100011006202600945,202600945,2025-07-14,1006,12.929999,77.608431,1,1,3,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
946,100291213202600946,202600946,2025-01-11,1213,15.322838,76.18096,1,1,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹39289 to clear their name.
947,100081076202600947,202600947,2025-07-31,1076,15.069126,77.007576,1,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹357470 to clear their name.
948,100011004202600948,202600948,2024-04-29,1004,13.037333,77.52173,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹363979 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
949,100021021202600949,202600949,2025-11-20,1021,13.341124,77.444436,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
950,100121101202600950,202600950,2024-01-17,1101,13.337841,77.202443,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹161049 and cash were stolen.
951,100031027202600951,202600951,2025-10-20,1027,12.240069,76.710408,1,2,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
952,100011001202600952,202600952,2024-12-06,1001,13.003688,77.48269,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹196615 and cash were stolen.
953,100011007202600953,202600953,2024-09-13,1007,12.864696,77.518704,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1406117 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
954,100011005202600954,202600954,2024-09-09,1005,12.938597,77.504443,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
955,100061052202600955,202600955,2025-01-08,1052,15.403634,75.133944,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹199454 and cash were stolen.
956,100271196202600956,202600956,2025-07-08,1196,17.961054,77.4337,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
957,100011011202600957,202600957,2024-05-31,1011,13.042422,77.618268,3,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹285015 and cash were stolen.
958,100011010202600958,202600958,2024-02-28,1010,13.040781,77.47905,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹89724 and cash were stolen.
959,100011011202600959,202600959,2024-08-06,1011,13.019206,77.652775,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
960,100261191202600960,202600960,2025-11-26,1191,16.239121,75.783157,3,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
961,100141117202600961,202600961,2025-01-06,1117,12.462496,76.986786,4,1,1,Cybercrime,"Fraudster contacted the victim from +916274989148 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹9915 was debited from their SBI account."
962,100131109202600962,202600962,2026-04-29,1109,12.971988,76.196948,1,2,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
963,100011002202600963,202600963,2025-03-11,1002,12.920741,77.522087,1,2,4,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
964,100301223202600964,202600964,2024-08-06,1223,15.47351,74.975471,1,1,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
965,100051046202600965,202600965,2025-11-15,1046,15.776615,74.515735,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹271468 and cash were stolen.
966,100221170202600966,202600966,2024-03-07,1170,13.102137,78.082191,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹775143 as advance for a site. Later it was found the documents were forged.
967,100011007202600967,202600967,2024-09-02,1007,12.89106,77.52329,3,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
968,100031032202600968,202600968,2025-12-23,1032,12.323888,76.693223,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹78402 and cash were stolen.
969,100011010202600969,202600969,2026-01-25,1010,13.024621,77.477431,1,2,2,Cybercrime,"Fraudster contacted the victim from +917603828849 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹12492 was debited from their SBI account."
970,100011001202600970,202600970,2025-08-13,1001,13.018627,77.488139,1,1,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1705825 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
971,100021020202600971,202600971,2024-09-30,1020,13.360944,77.551203,1,2,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹153605 to clear their name.
972,100061056202600972,202600972,2024-10-12,1056,15.423569,75.092744,1,2,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
973,100011007202600973,202600973,2026-01-18,1007,12.88446,77.520796,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
974,100011001202600974,202600974,2026-05-21,1001,13.00337,77.482714,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
975,100301221202600975,202600975,2024-01-23,1221,15.484144,75.031827,4,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹359301 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
976,100011008202600976,202600976,2024-07-14,1008,13.020355,77.587486,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹769952 as advance for a site. Later it was found the documents were forged.
977,100041036202600977,202600977,2025-08-09,1036,12.875167,74.947655,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹110222 to clear their name.
978,100231175202600978,202600978,2024-07-12,1175,16.864424,77.129508,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹780433 as advance for a site. Later it was found the documents were forged.
979,100291212202600979,202600979,2024-06-25,1212,15.35463,76.111527,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 334 grams of MDMA intended for distribution among college students."
980,100191151202600980,202600980,2025-03-16,1151,12.919454,75.156533,3,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹998626 as advance for a site. Later it was found the documents were forged.
981,100261189202600981,202600981,2026-02-10,1189,16.276204,75.690596,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
982,100061058202600982,202600982,2024-11-25,1058,15.431806,75.212358,4,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1206763 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
983,100031030202600983,202600983,2024-01-12,1030,12.239768,76.615593,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
984,100241180202600984,202600984,2025-01-10,1180,15.31767,75.67237,3,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹118523 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
985,100011003202600985,202600985,2026-06-07,1003,13.008567,77.64888,1,2,3,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
986,100161130202600986,202600986,2025-10-28,1130,11.954232,76.912418,1,1,3,Cybercrime,"Fraudster contacted the victim from +916863937247 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹16384 was debited from their SBI account."
987,100011002202600987,202600987,2026-06-15,1002,12.940327,77.544335,1,2,4,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
988,100011002202600988,202600988,2024-02-09,1002,12.937407,77.525364,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹214860 and cash were stolen.
989,100041034202600989,202600989,2024-07-21,1034,12.865289,74.773524,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
990,100011014202600990,202600990,2025-01-15,1014,12.902433,77.509067,1,1,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
991,100011001202600991,202600991,2026-06-18,1001,12.983922,77.51669,1,1,1,Kidnapping,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
992,100011002202600992,202600992,2026-02-06,1002,12.943115,77.527561,1,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
993,100031025202600993,202600993,2024-11-22,1025,12.338526,76.617708,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹493482 as advance for a site. Later it was found the documents were forged.
994,100241182202600994,202600994,2026-05-31,1182,15.403398,75.618737,4,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹996332 as advance for a site. Later it was found the documents were forged.
995,100041036202600995,202600995,2026-03-21,1036,12.87336,74.932296,1,1,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
996,100011014202600996,202600996,2025-07-20,1014,12.883251,77.502733,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹25465 to clear their name.
997,100031025202600997,202600997,2025-06-25,1025,12.31471,76.622174,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹783592 as advance for a site. Later it was found the documents were forged.
998,100011003202600998,202600998,2024-11-03,1003,13.010137,77.625653,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹852244 as advance for a site. Later it was found the documents were forged.
999,100151124202600999,202600999,2025-11-04,1124,12.417636,75.702724,1,1,1,Narcotics,"During a raid, police apprehended a suspect carrying 316 grams of MDMA intended for distribution among college students."
1000,100011006202601000,202601000,2025-08-03,1006,12.913304,77.611249,4,1,2,Narcotics,"During a raid, police apprehended a suspect carrying 132 grams of MDMA intended for distribution among college students."
1001,100051049202601001,202601001,2025-09-10,1049,15.941831,74.515159,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹434170 to clear their name.
1002,100011013202601002,202601002,2025-05-03,1013,13.071715,77.55047,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1493453 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1003,100011005202601003,202601003,2024-11-25,1005,12.940101,77.491681,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1004,100011015202601004,202601004,2025-10-17,1015,13.03381,77.60815,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹556346 as advance for a site. Later it was found the documents were forged.
1005,100311227202601005,202601005,2024-07-04,1227,14.3059,76.31495,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹325322 to clear their name.
1006,100201153202601006,202601006,2025-12-18,1153,12.605723,77.379326,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹155594 and cash were stolen.
1007,100031030202601007,202601007,2025-04-12,1030,12.222313,76.598482,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹247575 and cash were stolen.
1008,100011008202601008,202601008,2026-02-05,1008,13.020263,77.588445,1,2,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1009,100011001202601009,202601009,2024-08-03,1001,13.008455,77.488656,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1856463 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1010,100171136202601010,202601010,2024-01-08,1136,13.427668,75.685517,1,1,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1011,100011006202601011,202601011,2025-08-12,1006,12.932322,77.599009,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹94653 and cash were stolen.
1012,100051050202601012,202601012,2025-11-25,1050,15.94502,74.572971,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹647108 as advance for a site. Later it was found the documents were forged.
1013,100111093202601013,202601013,2024-05-22,1093,14.022232,75.568445,3,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹127656 and cash were stolen.
1014,100201158202601014,202601014,2024-05-01,1158,12.688435,77.281326,3,1,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹176388 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1015,100011010202601015,202601015,2026-03-30,1010,13.02602,77.513675,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1016,100011003202601016,202601016,2024-12-05,1003,13.033608,77.630479,1,1,1,Narcotics,"During a raid, police apprehended a suspect carrying 331 grams of MDMA intended for distribution among college students."
1017,100011005202601017,202601017,2026-06-15,1005,12.954422,77.484846,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹254444 as advance for a site. Later it was found the documents were forged.
1018,100011008202601018,202601018,2026-04-04,1008,12.9922,77.620665,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1019,100031032202601019,202601019,2025-06-02,1032,12.289155,76.671624,3,1,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹825486 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1020,100011005202601020,202601020,2026-04-02,1005,12.953327,77.507805,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹643810 as advance for a site. Later it was found the documents were forged.
1021,100011001202601021,202601021,2026-06-12,1001,13.00077,77.49062,3,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹67261 and cash were stolen.
1022,100011004202601022,202601022,2025-02-20,1004,13.036877,77.500131,1,2,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1023,100011003202601023,202601023,2026-02-20,1003,13.017964,77.622153,3,1,1,Narcotics,"During a raid, police apprehended a suspect carrying 418 grams of MDMA intended for distribution among college students."
1024,100011003202601024,202601024,2025-05-30,1003,13.037384,77.636581,1,1,4,Narcotics,"During a raid, police apprehended a suspect carrying 172 grams of MDMA intended for distribution among college students."
1025,100221166202601025,202601025,2024-01-16,1166,13.102381,78.099696,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1026,100171136202601026,202601026,2025-03-27,1136,13.413958,75.681821,1,1,1,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1027,100111095202601027,202601027,2026-02-01,1095,13.863196,75.471986,1,2,1,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1028,100011012202601028,202601028,2025-06-02,1012,12.946207,77.540301,3,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 496 grams of MDMA intended for distribution among college students."
1029,100031024202601029,202601029,2024-08-17,1024,12.230251,76.60137,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1030,100111095202601030,202601030,2025-07-12,1095,13.86043,75.476803,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹111629 to clear their name.
1031,100041041202601031,202601031,2026-03-29,1041,12.922015,74.80524,4,2,1,Cybercrime,"Fraudster contacted the victim from +919135030058 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹26705 was debited from their SBI account."
1032,100031029202601032,202601032,2024-07-10,1029,12.232694,76.696926,1,1,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹169282 and cash were stolen.
1033,100261190202601033,202601033,2025-12-25,1190,16.240032,75.635931,1,1,3,Fraud/Cheating,The accused posed as a real estate agent and collected ₹403858 as advance for a site. Later it was found the documents were forged.
1034,100011001202601034,202601034,2024-12-03,1001,12.99902,77.479806,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹63944 and cash were stolen.
1035,100011015202601035,202601035,2025-03-16,1015,13.041179,77.633686,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1036,100011012202601036,202601036,2024-11-01,1012,12.922879,77.51445,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹290716 and cash were stolen.
1037,100061058202601037,202601037,2025-09-12,1058,15.431152,75.188554,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1038,100061057202601038,202601038,2026-06-17,1057,15.350245,75.061901,1,1,2,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹141082 to clear their name.
1039,100061060202601039,202601039,2024-10-11,1060,15.399848,75.03841,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹279617 and cash were stolen.
1040,100071067202601040,202601040,2025-12-28,1067,17.281162,76.925289,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹157546 and cash were stolen.
1041,100011015202601041,202601041,2025-04-14,1015,13.044312,77.610269,1,2,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1042,100011014202601042,202601042,2025-09-01,1014,12.902448,77.528939,1,1,1,Cybercrime,"Fraudster contacted the victim from +919143519183 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹35330 was debited from their SBI account."
1043,100181143202601043,202601043,2024-06-15,1143,14.854257,74.760355,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹75532 and cash were stolen.
1044,100051044202601044,202601044,2024-11-14,1044,15.95169,74.518296,1,2,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1045,100011011202601045,202601045,2025-04-27,1011,13.044989,77.639175,1,1,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹106764 as advance for a site. Later it was found the documents were forged.
1046,100221169202601046,202601046,2024-05-30,1169,13.10066,78.095608,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹258377 to clear their name.
1047,100031026202601047,202601047,2024-12-30,1026,12.282703,76.588554,3,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1048,100061054202601048,202601048,2024-08-08,1054,15.293309,75.097784,1,2,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1049,100011011202601049,202601049,2024-06-04,1011,13.032483,77.640936,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1050,100021022202601050,202601050,2024-08-18,1022,13.233557,77.5049,1,2,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹301923 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1051,100031029202601051,202601051,2024-08-04,1029,12.238951,76.676301,4,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1052,100031029202601052,202601052,2026-03-26,1029,12.217008,76.671281,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹66453 and cash were stolen.
1053,100201154202601053,202601053,2025-03-08,1154,12.791286,77.212705,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1054,100291214202601054,202601054,2024-10-07,1214,15.325221,76.112824,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1055,100281205202601055,202601055,2026-06-26,1205,16.810413,75.662146,1,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹523387 as advance for a site. Later it was found the documents were forged.
1056,100031031202601056,202601056,2025-05-17,1031,12.412958,76.679742,1,1,3,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
